OBJECTID,Join_Count,TARGET_FID,JOIN_FID,EGRID,COMMUNE,NO_COMM,NO_PARCELLE,IDEDDP,SURFACE,MUTMAI,MUTORI,PROVENANCE,VALIDITE,TYPE_PROPRI,PLAN_RF,EXTRAIT_RDPPF_PDF,NO_CLASSEMENT,NOM,NATURE_OBJET,DATE_ACE,PROTECTION_FEDERALE,LIEN_WWW,LIEN_ARRETE,SHAPE_Length,SHAPE_Area,x,y
"381","1","45123","91",CH968065632928,Bardonnex,"5","3285",5:3285,"267","461982","461982",terrestre,en vigueur,privé,"36",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH968065632928,MS-c 214,Capite de vigne de Verbant,Parcelle,23.07.1980,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c214.pdf,65.4345586952833,267.378821848687,6.1270404181,46.1526541432
"382","1","45123","646",CH968065632928,Bardonnex,"5","3285",5:3285,"267","461982","461982",terrestre,en vigueur,privé,"36",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH968065632928,MS-c 214,Capite de vigne de Verbant,"Maison, immeuble",23.07.1980,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c214.pdf,65.4345586952833,267.378821848687,6.1270404181,46.1526541432
"383","1","45441","57",CH568165633732,Avully,"3","1981",3:1981,"138",,"0000000",terrestre,en vigueur,privé,"16",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH568165633732,MS-c 40,Temple d'Avully,"Maison, immeuble",30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c40.pdf,47.2733898488712,137.521890427255,5.9999207538,46.1693331330
"384","1","45441","905",CH568165633732,Avully,"3","1981",3:1981,"138",,"0000000",terrestre,en vigueur,privé,"16",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH568165633732,MS-c 40,Temple d'Avully,Parcelle,30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c40.pdf,47.2733898488712,137.521890427255,5.9999207538,46.1693331330
"385","1","45498","215",CH736581639945,Bardonnex,"5","2417",5:2417,"12",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH736581639945,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,17.7767909670408,11.9563699888997,6.1304011485,46.1441561718
"386","1","45647","138",CH256165896369,Bardonnex,"5","2616",5:2616,"136",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH256165896369,MS-c 142,Façade classée MS-c142,"Maison, immeuble",11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,52.5847026983302,136.46762598279,6.1303190111,46.1443184287
"387","1","45647","393",CH256165896369,Bardonnex,"5","2616",5:2616,"136",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH256165896369,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,52.5847026983302,136.46762598279,6.1303190111,46.1443184287
"388","1","45798","861",CH508263306595,Bardonnex,"5","4640",5:4640,"1157","0092006","0092006",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH508263306595,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,137.583101005851,1157.21602820153,6.1277751758,46.1457168067
"389","1","45816","97",CH468765639837,Cartigny,"9","805",9:805,"3853",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH468765639837,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,296.660339803139,3853.31285031192,6.0236179325,46.1765853615
"390","1","45839","809",CH583065638238,Bardonnex,"5","4617",5:4617,"211291","0062011","0052005",terrestre,en vigueur,privé,"35",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH583065638238,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,2113.96245515133,211290.861859007,6.1254533864,46.1476974092
"391","1","45880","32",CH528675656302,Bardonnex,"5","4721",5:4721,"570","0062011","62011",terrestre,en vigueur,dépendance,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH528675656302,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,130.238451102682,569.865155616673,6.1272669848,46.1454381928
"392","1","46054","106",CH876387346502,Bardonnex,"5","4404",5:4404,"230","201996","201996",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH876387346502,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,84.404048501915,229.978682864804,6.1308650076,46.1439580413
"393","1","46185","32",CH508663756546,Bardonnex,"5","4719",5:4719,"864","0062011","62011",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH508663756546,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,136.263680153963,864.101961573257,6.1275914173,46.1453321590
"394","1","46310","452",CH946365887444,Bardonnex,"5","4405",5:4405,"209","201996","201996",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH946365887444,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,83.3290879080849,209.252727991259,6.1309024783,46.1440065735
"395","1","46311","327",CH957465886365,Bardonnex,"5","4406",5:4406,"209","201996","201996",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH957465886365,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,83.1500570782126,208.615201354126,6.1309386141,46.1440527024
"396","1","46385","710",CH528230656330,Bardonnex,"5","4643",5:4643,"281","0092006","0092006",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH528230656330,MS-c 149,Domaine Micheli à Landecy,"Maison, immeuble",01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,68.5349836049251,281.451849825484,6.1285209961,46.1452239176
"397","1","47043","197",CH496589866341,Bardonnex,"5","2415",5:2415,"308",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH496589866341,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,91.3660278540898,308.308019469557,6.1301647333,46.1441851651
"398","1","47203","159",CH408763466543,Bardonnex,"5","3317",5:3317,"678",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH408763466543,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,149.070602054344,678.013064278374,6.1305947664,46.1436892352
"399","1","47233","512",CH636580636624,Bardonnex,"5","4407",5:4407,"208","201996","201996",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH636580636624,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,82.9792432109582,208.163281906356,6.1309748441,46.1440987928
"400","1","47503","891",CH328222656373,Bardonnex,"5","4644",5:4644,"418","0062011","0092006",terrestre,en vigueur,dépendance,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH328222656373,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,201.348592493816,418.280971951546,6.1281307284,46.1453417942
"401","1","47715","817",CH986465638053,Hermance,"28","2103",28:2103,"717","381986","381986",terrestre,en vigueur,privé,"10",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH986465638053,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,Parcelle,02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,128.876312616363,717.246560356166,6.2449273816,46.3019686644
"402","1","47766","836",CH876387856543,Bardonnex,"5","1203",5:1203,"61",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH876387856543,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,31.6854589125433,61.0006928804627,6.1306552312,46.1438612078
"403","1","47766","954",CH876387856543,Bardonnex,"5","1203",5:1203,"61",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH876387856543,MS-c 142,Maisons à Landecy,"Maison, immeuble",11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,31.6854589125433,61.0006928804627,6.1306552312,46.1438612078
"404","1","48211","555",CH616376658854,Bardonnex,"5","1161",5:1161,"105",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH616376658854,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,54.2381664541022,104.594590161862,6.1282028552,46.1449239941
"405","1","48211","860",CH616376658854,Bardonnex,"5","1161",5:1161,"105",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH616376658854,MS-c 149,Domaine Micheli à Landecy,"Maison, immeuble",01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,54.2381664541022,104.594590161862,6.1282028552,46.1449239941
"406","1","48323","502",CH546365814536,Bardonnex,"5","4638",5:4638,"6230","0092006","0092006",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH546365814536,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,421.67284611372,6230.05280421028,6.1284362242,46.1458183986
"407","1","48511","769",CH246365809987,Bardonnex,"5","4224",5:4224,"981","131993","131993",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH246365809987,MS-c 217,Maison forte de Bardonnex,Parcelle,10.07.1985,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c217.pdf,183.346999083369,981.118685103726,6.1037803096,46.1484094809
"408","1","48527","933",CH528379656347,Bardonnex,"5","13859",5:13859,"324","191994","191994",terrestre,en vigueur,privé,"33",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH528379656347,MS-c 29,Commanderie de Compesières,"Maison, immeuble",30.12.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c29.pdf,106.665739125393,324.166479527827,6.1206047658,46.1519386301
"409","1","48730","74",CH652765806305,Bardonnex,"5","2133",5:2133,"757",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH652765806305,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,111.306465533297,757.049401053582,6.1283799427,46.1449675175
"410","1","48730","854",CH652765806305,Bardonnex,"5","2133",5:2133,"757",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH652765806305,MS-c 149,Domaine Micheli à Landecy,"Maison, immeuble",01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,111.306465533297,757.049401053582,6.1283799427,46.1449675175
"411","1","48768","823",CH888565638795,Bardonnex,"5","2419",5:2419,"94",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH888565638795,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,40.6509902776075,93.727245518146,6.1303742589,46.1442165476
"412","1","48785","771",CH516330658223,Bardonnex,"5","4639",5:4639,"971","0092006","0092006",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH516330658223,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,165.924913162372,971.233342977003,6.1287186733,46.1455206220
"413","1","48897","149",CH396588556380,Bardonnex,"5","112",5:112,"201",,"0000000",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH396588556380,MS-c 217,Maison forte de Bardonnex,"Maison, immeuble",10.07.1985,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c217.pdf,60.5985831103613,200.612190663792,6.1039093415,46.1483310755
"414","1","49636","479",CH168765636971,Bardonnex,"5","1191",5:1191,"157",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH168765636971,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,65.4841844289282,157.08306436985,6.1302912557,46.1440706895
"415","1","49911","733",CH559265886306,Bardonnex,"5","4206",5:4206,"1494","311992","311992",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH559265886306,MS-c 217,Maison forte de Bardonnex,Parcelle,10.07.1985,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c217.pdf,260.459904395346,1493.63812469136,6.1037882788,46.1481959837
"416","1","50047","976",CH185965638864,Bardonnex,"5","3381",5:3381,"928","101983","101983",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH185965638864,MS-c 217,Maison forte de Bardonnex,Parcelle,10.07.1985,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c217.pdf,165.617929768451,927.619690108614,6.1042929845,46.1485185772
"417","1","50063","32",CH516375658602,Bardonnex,"5","4720",5:4720,"717","0062011","62011",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH516375658602,MS-c 149,Domaine Micheli à Landecy,Parcelle,01.05.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c149.pdf,139.927848254788,717.450729199157,6.1274300766,46.1454100823
"418","1","50133","827",CH476387446511,Bardonnex,"5","3310",5:3310,"1759",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH476387446511,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,263.559149230541,1758.52729931323,6.1303396133,46.1447307628
"419","1","50356","37",CH896587856323,Bardonnex,"5","4408",5:4408,"366","201996","201996",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH896587856323,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,92.0858783576466,366.180603922701,6.1310508902,46.1441558994
"420","1","50541","942",CH876389106556,Avully,"3","781",3:781,"94",,"0000000",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH876389106556,MS-c 202,Fontaine couverte des Tanquons,Parcelle,08.09.1975,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c202.pdf,45.1944278828587,93.5199299924876,6.0081316277,46.1690268063
"421","1","50546","982",CH385865638724,Bardonnex,"5","2418",5:2418,"11",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH385865638724,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,16.9248113945369,10.779553982874,6.1304251460,46.1441643961
"422","1","50561","289",CH757865836340,Bardonnex,"5","4403",5:4403,"699","201996","201996",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH757865836340,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,134.642255169858,699.46915872466,6.1307022942,46.1442271378
"423","1","50594","366",CH968965632877,Bardonnex,"5","3311",5:3311,"863",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH968965632877,MS-c 139,Ferme Perdriau à Landecy,"Maison, immeuble",09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,132.205357401905,863.358326269088,6.1308056688,46.1444345254
"424","1","50594","840",CH968965632877,Bardonnex,"5","3311",5:3311,"863",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH968965632877,MS-c 139,Ferme Perdriau à Landecy,Parcelle,09.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c139.pdf,132.205357401905,863.358326269088,6.1308056688,46.1444345254
"425","1","50800","39",CH396587206397,Bardonnex,"5","2551",5:2551,"358",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH396587206397,MS-c 142,Maisons à Landecy,Parcelle,11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,83.2064509801959,357.953650891452,6.1304384180,46.1439690972
"426","1","50800","59",CH396587206397,Bardonnex,"5","2551",5:2551,"358",,"0000000",terrestre,en vigueur,privé,"38",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH396587206397,MS-c 142,Maisons à Landecy,"Maison, immeuble",11.10.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c142.pdf,83.2064509801959,357.953650891452,6.1304384180,46.1439690972
"427","1","51234","196",CH108263296540,Satigny,"41","10763",41:10763,"11463","0192005","0192005",terrestre,en vigueur,privé,"60",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH108263296540,MS-c 165,Domaine du Saugey à Satigny,Parcelle,31.01.1961,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c165.pdf,457.015736924582,11462.8367055447,6.0310999544,46.2144459340
"428","1","51738","554",CH316380658526,Genève-Cité,"21","5758",21:5758,"769","0122009","0000000",terrestre,en vigueur,privé,"43",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH316380658526,MS-c 286,"Ensemble ""Cendrier-Centre""","Maison, immeuble",24.03.2004,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c286.pdf,112.61392970812,769.111622221954,6.1444740539,46.2072574581
"429","1","51842","394",CH882965638260,Satigny,"41","1672",41:1672,"625",,"0000000",terrestre,en vigueur,privé,"60",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH882965638260,MS-c 165,Domaine du Saugey à Satigny,Parcelle,31.01.1961,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c165.pdf,106.093677786994,625.475624362858,6.0301558070,46.2149703924
"430","1","51842","807",CH882965638260,Satigny,"41","1672",41:1672,"625",,"0000000",terrestre,en vigueur,privé,"60",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH882965638260,MS-c 165,Domaine du Saugey à Satigny,"Maison, immeuble",31.01.1961,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c165.pdf,106.093677786994,625.475624362858,6.0301558070,46.2149703924
