OBJECTID,Join_Count,TARGET_FID,JOIN_FID,EGRID,COMMUNE,NO_COMM,NO_PARCELLE,IDEDDP,SURFACE,MUTMAI,MUTORI,PROVENANCE,VALIDITE,TYPE_PROPRI,PLAN_RF,EXTRAIT_RDPPF_PDF,NO_CLASSEMENT,NOM,NATURE_OBJET,DATE_ACE,PROTECTION_FEDERALE,LIEN_WWW,LIEN_ARRETE,SHAPE_Length,SHAPE_Area,x,y
"43","1","5457","575",CH796590516335,Genève-Petit-Saconnex,"23","5743",23:5743,"420",,"472017",terrestre,en vigueur,privé,"62",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH796590516335,MS-c 266,Villa Boccard,Parcelle,30.05.2012,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c266.pdf,84.1989577433587,419.655321508342,6.1249198187,46.2195829048
"44","1","5460","61",CH709063516539,Genève-Petit-Saconnex,"23","5744",23:5744,"995",,"472017",terrestre,en vigueur,privé,"62",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH709063516539,MS-c 266,Villa Boccard,"Maison, immeuble",30.05.2012,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c266.pdf,128.761023942641,995.009518219832,6.1247288110,46.2199462356
"45","1","5460","575",CH709063516539,Genève-Petit-Saconnex,"23","5744",23:5744,"995",,"472017",terrestre,en vigueur,privé,"62",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH709063516539,MS-c 266,Villa Boccard,Parcelle,30.05.2012,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c266.pdf,128.761023942641,995.009518219832,6.1247288110,46.2199462356
"46","1","6088","279",CH696584516326,Meyrin,"33","11323",33:11323,"30067","231949","231949",terrestre,en vigueur,privé,"13",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH696584516326,MS-c 166,Bois à Meyrin,Parcelle,28.04.1961,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c166.pdf,741.004925203076,30067.374108062,6.0900695010,46.2342099656
"47","1","6708","294",CH236583637626,Vernier,"46","3005",46:3005,"9340","841975","841975",terrestre,en vigueur,dépendance,"24",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH236583637626,MS-c 143,Ancien domaine de Hauterive,Parcelle,"22.10.1957,02.07.1975","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c143.pdf,840.915932397723,9339.59310706952,6.1087410137,46.2033006421
"48","1","6758","44",CH376391846583,Carouge,"8","3419",8:3419,"352",,"62018",terrestre,en vigueur,privé,"54",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH376391846583,MS-c 189,Maison Herpin-Berthelier,"Maison, immeuble",16.09.1966,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c189.pdf,76.4460254100477,352.486553587262,6.1385961141,46.1807308451
"49","1","6758","694",CH376391846583,Carouge,"8","3419",8:3419,"352",,"62018",terrestre,en vigueur,privé,"54",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH376391846583,MS-c 278,Ancien canal de Carouge,Parcelle,25.07.2018,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c278.pdf,76.4460254100477,352.486553587262,6.1385961141,46.1807308451
"50","1","7005","528",CH388465639194,Carouge,"8","3420",8:3420,"278",,"62018",terrestre,en vigueur,privé,"54",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH388465639194,MS-c 278,Ancien canal de Carouge,Parcelle,25.07.2018,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c278.pdf,67.3530959662924,277.599439026467,6.1386387938,46.1805548457
"51","1","7027","222",CH176380996511,Soral,"42","10289",42:10289,"586",,"0000000",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH176380996511,MS-c 63,Eglise Saint-Pierre-aux-Liens,"Maison, immeuble",30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c63.pdf,102.796561031002,586.260528815721,6.0429297397,46.1447861297
"52","1","7027","362",CH176380996511,Soral,"42","10289",42:10289,"586",,"0000000",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH176380996511,MS-c 63,Eglise Saint-Pierre-aux-Liens,Parcelle,30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c63.pdf,102.796561031002,586.260528815721,6.0429297397,46.1447861297
"53","1","7327","137",CH883565638292,Confignon,"18","10393",18:10393,"2639","0312007","0312007",terrestre,en vigueur,privé,"4",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH883565638292,MS-c 64,Bois au bord de l'Aire,Parcelle,"16.01.1935,19.09.1934,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,209.605065728898,2638.98064376401,6.0927454789,46.1719471986
"54","1","7329","402",CH668265634956,Confignon,"18","11635",18:11635,"602","0052007","0052007",terrestre,en vigueur,privé,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH668265634956,MS-c 64,Bois au bord de l'Aire,Parcelle,"16.01.1935,19.09.1934,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,112.675854489879,601.860750351011,6.0916129265,46.1713423115
"55","1","8612","576",CH485765638420,Confignon,"18","11683",18:11683,"1148","0052009","0052009",terrestre,en vigueur,privé,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH485765638420,MS-c 64,Bois au bord de l'Aire,Parcelle,"16.01.1935,19.09.1934,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,182.587164872965,1147.75434459865,6.0910076092,46.1718527023
"56","1","8614","814",CH268265632324,Confignon,"18","10619",18:10619,"4131",,"0000000",terrestre,en vigueur,privé,"8",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH268265632324,MS-c 64,Bois au bord de l'Aire,Parcelle,"16.01.1935,19.09.1934,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,283.473516429115,4131.20113697093,6.0820975468,46.1673408095
"57","1","8700","552",CH858865836327,Confignon,"18","10036",18:10036,"5799","0102007","0102007",terrestre,en vigueur,privé,"6",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH858865836327,MS-c 64,Bois au bord de l'Aire,Parcelle,"19.09.1934,16.01.1935,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,421.840892784328,5799.19124934143,6.0912506127,46.1701754984
"58","1","9734","531",CH154465846392,Plan-les-Ouates,"36","6925",36:6925,"2382","0042009","0042009",terrestre,en vigueur,privé,"60",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH154465846392,MS-c 137,Maison forte d'Arare,Parcelle,05.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c137.pdf,216.053002758064,2382.35051885871,6.1080704658,46.1605356840
"59","1","10432","123",CH351865856344,Confignon,"18","11634",18:11634,"2567","0052007","0052007",terrestre,en vigueur,privé,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH351865856344,MS-c 64,Bois au bord de l'Aire,Parcelle,"16.01.1935,19.09.1934,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,212.733078288784,2567.02692138347,6.0922406815,46.1718617611
"60","1","11086","708",CH196585786309,Bernex,"7","7786",7:7786,"1675",,"0000000",terrestre,en vigueur,DP communal,"45",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH196585786309,MS-c 102,Coteau du Signal de Bernex,Parcelle,03.10.1933,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,832.188969471895,1675.03074333059,6.0667359830,46.1688745790
"61","1","11141","642",CH236582636447,Céligny,"10","409",10:409,"10520","41995","41995",terrestre,en vigueur,privé,"8",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH236582636447,MS-c 203,Domaine de l'Elysée,Parcelle,24.03.1976,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c203.pdf,477.863871084833,10520.4553275943,6.1963564780,46.3511942668
"62","1","11174","894",CH136584634483,Plan-les-Ouates,"36","6468",36:6468,"769","0042009","82001",terrestre,en vigueur,dépendance,"60",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH136584634483,MS-c 137,Maison forte d'Arare,Parcelle,05.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c137.pdf,123.892929008764,769.495583767138,6.1075612321,46.1605556358
"63","1","11175","712",CH146365844467,Plan-les-Ouates,"36","6926",36:6926,"36159","0042009","0042009",terrestre,en vigueur,privé,"60",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH146365844467,MS-c 137,Maison forte d'Arare,Parcelle,05.03.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c137.pdf,1006.36813753472,36158.9519435346,6.1082108805,46.1611607263
"64","1","11229","934",CH208863126589,Gy,"27","51",27:51,"578",,"0000000",terrestre,en vigueur,privé,"3",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH208863126589,MS-c 47,Temple de Gy,Parcelle,30.12.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c47.pdf,96.7512844436443,578.457777943801,6.2576582572,46.2524455435
"65","1","11484","49",CH808263246511,Confignon,"18","10009",18:10009,"3736","261945","261945",terrestre,en vigueur,privé,"6",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH808263246511,MS-c 64,Bois au bord de l'Aire,Parcelle,"16.01.1935,09.11.1923,19.09.1934","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,245.856844369398,3735.89580340954,6.0835893318,46.1671027540
"66","1","11521","430",CH368265634169,Cologny,"17","1532",17:1532,"2972","1391983","1391983",terrestre,en vigueur,privé,"18",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH368265634169,MS-c 163,Maison de Traînant,Parcelle,29.11.1960,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c163.pdf,222.853501433934,2972.14620650812,6.1735336689,46.2117998122
"67","1","11521","644",CH368265634169,Cologny,"17","1532",17:1532,"2972","1391983","1391983",terrestre,en vigueur,privé,"18",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH368265634169,MS-c 163,Maison de Traînant,"Maison, immeuble",29.11.1960,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c163.pdf,222.853501433934,2972.14620650812,6.1735336689,46.2117998122
"68","1","11576","691",CH376382686518,Confignon,"18","10181",18:10181,"6041","261945","261945",terrestre,en vigueur,privé,"6",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH376382686518,MS-c 64,Bois au bord de l'Aire,Parcelle,"19.09.1934,09.11.1923,16.01.1935","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,379.120942613393,6041.30668040344,6.0865225502,46.1684837109
"69","1","11578","115",CH886065638296,Confignon,"18","10010",18:10010,"2088","261945","261945",terrestre,en vigueur,privé,"6",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH886065638296,MS-c 64,Bois au bord de l'Aire,Parcelle,"09.11.1923,16.01.1935,19.09.1934","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,199.651821214756,2087.95444549026,6.0840711643,46.1672878659
"70","1","11627","574",CH596583846367,Genève-Cité,"21","5211",21:5211,"1404","0202015","0000000",terrestre,en vigueur,privé,"46",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH596583846367,MS-c 38,Temple de Saint-Gervais,Parcelle,30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c38.pdf,152.167273529674,1404.37918730314,6.1409472034,46.2065123150
"71","1","11627","729",CH596583846367,Genève-Cité,"21","5211",21:5211,"1404","0202015","0000000",terrestre,en vigueur,privé,"46",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH596583846367,MS-c 38,Temple de Saint-Gervais,"Maison, immeuble",30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c38.pdf,152.167273529674,1404.37918730314,6.1409472034,46.2065123150
"72","1","11721","141",CH108263526568,Confignon,"18","10392",18:10392,"5136","0312007","0312007",terrestre,en vigueur,privé,"4",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH108263526568,MS-c 64,Bois au bord de l'Aire,Parcelle,"16.01.1935,19.09.1934,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,384.699468374306,5136.03300573892,6.0933440411,46.1722555584
"73","1","11887","35",CH576380966578,Hermance,"28","1865",28:1865,"100",,"0000000",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH576380966578,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,"Maison, immeuble",02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,42.0955750081697,99.8673064487261,6.2422457708,46.3027486069
"74","1","11983","318",CH236583636339,Genève-Plainpalais,"24","79",24:79,"3701",,"0000000",terrestre,en vigueur,privé,"4",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH236583636339,MS-c 224,Ancienne usine des Forces motrices,Parcelle,27.07.1988,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c224.pdf,380.021253910818,3700.73147663646,6.1371461515,46.2045991486
"75","1","11983","917",CH236583636339,Genève-Plainpalais,"24","79",24:79,"3701",,"0000000",terrestre,en vigueur,privé,"4",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH236583636339,MS-c 224,Ancienne usine des Forces motrices,"Maison, immeuble",27.07.1988,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c224.pdf,380.021253910818,3700.73147663646,6.1371461515,46.2045991486
"76","1","12105","80",CH268365635067,Lancy,"31","1690",31:1690,"109","0242015","461946",terrestre,en vigueur,privé,"18",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH268365635067,MS-c 113,Groupe d'arbres à Lancy,Parcelle,08.09.1946,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c113.pdf,56.1698364561177,108.618526487566,6.1151698646,46.1859481005
"77","1","12144","306",CH568065631482,Hermance,"28","1924",28:1924,"177","11956","11956",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH568065631482,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,Parcelle,02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,54.8041129286711,177.010813473405,6.2439841172,46.3016749961
"78","1","12151","397",CH296582256364,Confignon,"18","11606",18:11606,"781","0092006","0092006",terrestre,en vigueur,privé,"3",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH296582256364,MS-c 56,Eglise Saints-Pierre-et-Paul,Parcelle,30.12.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c56.pdf,128.257727897349,780.952436432459,6.0845175952,46.1739005562
"79","1","12151","546",CH296582256364,Confignon,"18","11606",18:11606,"781","0092006","0092006",terrestre,en vigueur,privé,"3",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH296582256364,MS-c 56,Eglise Saints-Pierre-et-Paul,"Maison, immeuble",30.12.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c56.pdf,128.257727897349,780.952436432459,6.0845175952,46.1739005562
"80","1","12181","131",CH916337658317,Lancy,"31","4186",31:4186,"856","412000","412000",terrestre,en vigueur,dépendance,"24",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH916337658317,MS-c 145,Vallon de l'Aire,Parcelle,20.04.1958,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c145.pdf,171.744519945937,855.794509434154,6.1176217003,46.1836160620
"81","1","12522","978",CH576386856557,Pregny-Chambésy,"37","2168",37:2168,"31911",,"22012",terrestre,en vigueur,privé,"22",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH576386856557,MS-c 147,Château de Tournay,Parcelle,21.10.1958,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c147.pdf,876.990592318604,31910.6449854837,6.1381326563,46.2370553041
"82","1","12725","607",CH468765632117,Hermance,"28","1819",28:1819,"193",,"0000000",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH468765632117,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,Parcelle,02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,77.4397975476232,193.441385980263,6.2436050802,46.3016254304
"83","1","12725","931",CH468765632117,Hermance,"28","1819",28:1819,"193",,"0000000",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH468765632117,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,"Maison, immeuble",02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,77.4397975476232,193.441385980263,6.2436050802,46.3016254304
"84","1","12740","177",CH228391656341,Hermance,"28","2202",28:2202,"1038","51995","51995",terrestre,en vigueur,DP communal,"10",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH228391656341,MS-c 60,Tour d'Hermance - parcelle,Parcelle,30.12.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c60.pdf,379.864609061691,1037.98723552696,6.2458400853,46.3010582538
"85","1","12754","151",CH516391658850,Laconnex,"30","2110",30:2110,"707",,"0000000",terrestre,en vigueur,privé,"20",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH516391658850,MS-c 135,Maison forte de Laconnex,"Maison, immeuble",30.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c135.pdf,102.8045930072,707.04741124517,6.0363753878,46.1566990995
"86","1","12754","930",CH516391658850,Laconnex,"30","2110",30:2110,"707",,"0000000",terrestre,en vigueur,privé,"20",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH516391658850,MS-c 135,Maison forte de Laconnex,Parcelle,30.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c135.pdf,102.8045930072,707.04741124517,6.0363753878,46.1566990995
"87","1","12871","73",CH108863356554,Hermance,"28","2026",28:2026,"41","141974","141974",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH108863356554,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,Parcelle,02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,34.0483282696148,41.279693015096,6.2430515271,46.3019629089
"88","1","12871","230",CH108863356554,Hermance,"28","2026",28:2026,"41","141974","141974",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH108863356554,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,"Maison, immeuble",02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,34.0483282696148,41.279693015096,6.2430515271,46.3019629089
"89","1","12884","231",CH668065631844,Vandoeuvres,"45","1335",45:1335,"294",,"0000000",terrestre,en vigueur,privé,"25",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH668065631844,MS-c 51,Temple de Vandoeuvres,"Maison, immeuble",30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c51.pdf,88.1638536521099,294.132270536017,6.2022496818,46.2210853139
"90","1","12884","621",CH668065631844,Vandoeuvres,"45","1335",45:1335,"294",,"0000000",terrestre,en vigueur,privé,"25",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH668065631844,MS-c 51,Temple de Vandoeuvres,Parcelle,30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c51.pdf,88.1638536521099,294.132270536017,6.2022496818,46.2210853139
"91","1","12925","445",CH576387216546,Hermance,"28","871",28:871,"724",,"0000000",terrestre,en vigueur,privé,"10",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH576387216546,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,"Maison, immeuble",02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,115.416622481805,724.073825407173,6.2447972899,46.3017057451
